Parent ID,Parent Cycle,Child ID,Child Cycle
2020_CLASS3_01_15_370,2020,2020_CLASS3_01_15_370_2021,2021
2017 25_0151 161,2017,2018 25_0151 161,2018
2017 26_0031 243,2017,2018 26_0090 243,2018
2020_CLASS3_01_15_372,2020,2020_CLASS3_01_15_372_2021,2021
2020_CLASS3_01_15_372,2020,2020_710_01_0039_372,2023
2016 26_0016 243,2016,2017 26_0016 243,2017
2020_CLASS3_01_15_364,2020,2020_CLASS3_01_15_364_2021,2021
2020_CLASS3_01_15_402_S,2020,2020_CLASS3_01_15_402_S_2021,2021
2020_CLASS3_01_15_402_S,2020,2020_710_01_0054_402_S1,2023
2020_CLASS3_01_16_258_S,2020,2020_CLASS3_01_16_258_S_2021,2021
2017 23_0051 2_L6,2017,2018 23_0051 2_L6,2018
2020_CLASS3_01_16_370,2020,2020_CLASS3_01_16_370_2021,2021
2017 05_0003 200_8,2017,2018 05_0003 200_8,2018
2020_CLASS3_01_16_364,2020,2020_CLASS3_01_16_364_2021,2021
2017 22_0056 34_2,2017,2018 22_0069 437,2018
2020_CLASS3_01_17_258_S,2020,2020_CLASS3_01_17_258_S_2021,2021
2020_CLASS3_01_15_207,2020,2020_CLASS3_01_15_207_2021,2021
2017 11_0043 325_S,2017,2018 11_0043 325_S,2018
2017 25_0136 166,2017,2018 25_0136 166,2018
2017 31_0243 205_S,2017,2018 31_0243 205_S,2018
2017 26_0010 110_L,2017,2018 26_0010 110_L,2018
2017 26_0078 110,2017,2018 26_0078 110,2018
2017 01_0008 364_L4,2017,2018 01_0008 364_L8,2018
2017 04_0005 333_L,2017,2018 04_0005 333_L,2018
2017 25_0169 120,2017,2018 25_0169 120,2018
2017 27_0002 14_L,2017,2020 27_0002 14_L,2020
2017 25_0115 177,2017,2018 25_0115 177,2018
2017 23_0067 2,2017,2018 23_0067 2,2018
2017 03_0008 328_1,2017,2018 03_0008 328_1,2018
2017 09_0005B 379,2017,2019 09_0005B 379,2019
2017 01_0049 259,2017,2018 01_0049 259,2018
2017 01_0020 364,2017,2018 01_0020 364,2018
2017 04_0010 330,2017,2018 04_0010 330,2018
2019 25_0046 94,2019,2020 25_0046 94,2020
2019 23_0023 87,2019,2020 23_0023 87,2020
2020_CLASS3_01_17_370,2020,2020_CLASS3_01_17_370_2021,2021
2020_CLASS3_01_17_372,2020,2020_CLASS3_01_17_372_2021,2021
2020_CLASS3_01_18_364,2020,2020_CLASS3_01_18_364_2021,2021
2020 26_0072 204,2020,2021 26_0072 204,2021
2020_CLASS3_01_18_207_L,2020,2020_CLASS3_01_18_207_L_2021,2021
2020_CLASS3_01_18_258_S,2020,2020_CLASS3_01_18_258_S_2021,2021
2003_HCA_21_0125_129,2022,2003_HCA_21_0125_129,2023
2020_CLASS3_01_18_370_S,2020,2020_CLASS3_01_18_370_S_2021,2021
2017 25_0170 414,2017,2018 25_0170 414,2018
2020_CLASS3_01_18_372,2020,2020_CLASS3_01_18_372_2021,2021
2020_CLASS3_01_19_364,2020,2020_CLASS3_01_19_364_2021,2021
2020_CLASS3_01_19_207_L,2020,2020_CLASS3_01_19_207_L_2021,2021
2020_CLASS3_01_19_258_S,2020,2020_CLASS3_01_19_258_S_2021,2021
2017 03_0008 326_1,2017,2018 03_0008 326_1,2018
2020 26_0036 204,2020,2021 26_0036 204,2021
2020 24_0052 204,2020,2021 24_0052 204,2021
2017 31_0243 205,2017,2018 31_0243 205,2018
2020_CLASS3_01_19_369_S,2020,2020_CLASS3_01_19_369_S_2021,2021
2020_CLASS3_01_19_370_L,2020,2020_CLASS3_01_19_370_L_2021,2021
2017 17_0023 308_L3,2017,2018 17_0023 308_L3,2018
2020 27_0051 204,2020,2021 27_0051 204,2021
2017 04_0008 333_L,2017,2018 04_0008 333_L,2018
2020 27_0127 204,2020,2021 27_0127 204,2021
2020 27_0224 204,2020,2021 27_0224 204,2021
2017 31_0250 208,2017,2018 31_0280 208,2018
2017 26_0026 243,2017,2018 26_0026 243,2018
2016 22_0054 57_1,2016,2017 22_0054 57,2017
2019 23_0014 11,2019,2020 23_0014 11,2020
2019 23_0014 11_L,2019,2020 23_0014 11_L,2020
2017_HCA_27_0235_53,2022,2017_HCA_27_0235_53,2023
2017 01_0134 373,2017,2018 01_0134 373,2018
2017 31_0189 210_LR,2017,2018 31_0189 210_LR,2018
2017 21_1003 170_L1,2017,2018 21_0083 170_L1,2018
2017 27_0227 205,2017,2018 27_0227 205,2018
2017 31_0242 205,2017,2018 31_0242 205,2018
2017 27_0041 6_L1,2017,2018 27_0041 6_L1,2018
2017 01_0042 370_S,2017,2018 01_0042 370_S,2018
2019 25_0045 94,2019,2020 25_0045 94,2020
2019 25_0044 94,2019,2020 25_0044 94,2020
2019 25_0043 94,2019,2020 25_0043 94,2020
2019 25_0072 94,2019,2020 25_0072 94,2020
2017 25_0153 117,2017,2018 25_0153 117,2018
2019 25_0042 94,2019,2020 25_0042 94,2020
2019 25_0048 110,2019,2020 25_0048 110,2020
2020_MCA_27_0019_204,2020,2020_MCA_27_0019_204_2021,2021
2018 21_0003 216_S,2018,2019 21_0003 216_S,2019
2020_MCA_27_003_204,2020,2020_MCA_27_003_204_2021,2021
2017 27_0087 204_S,2017,2018 27_0087 204_S,2018
2017 25_0135 166,2017,2018 25_0135 166,2018
2020_MCA_24_0070_204,2020,2020_MCA_24_0070_204_2021,2021
2019 25_0040 94_1,2019,2020 25_0040 94_1,2020
2020_CLASS3_01_19_373,2020,2020_CLASS3_01_19_373_2021,2021
2020_CLASS3_01_2_207_S,2020,2020_CLASS3_01_2_207_S_2021,2021
2020_CLASS3_01_2_207_S,2020,2020_710_01_0049_207_S3,2023
2020_CLASS3_01_2_257,2020,2020_CLASS3_01_2_257_2021,2021
2020_CLASS3_01_2_259,2020,2020_CLASS3_01_2_259_2021,2021
2017 27_0212 422,2017,2018 27_0212 422,2018
2017 21_1003 170,2017,2018 21_0097 170,2018
2020_CLASS3_01_2_260,2020,2020_CLASS3_01_2_260_2021,2021
2020_710_10_0008_278,2022,2020_710_10_0008_278,2023
2017 27_0129 424_L,2017,2018 27_0129 424_L,2018
2020_CLASS3_01_2_370,2020,2020_CLASS3_01_2_370_2021,2021
2017 04_0001 344,2017,2018 04_0001 344,2018
2020_CLASS3_01_2_371_S,2020,2020_CLASS3_01_2_371_S_2021,2021
2020_CLASS3_01_2_372,2020,2020_CLASS3_01_2_372_2021,2021
2017 24_0013 99_L1,2017,2018 24_0013 99_L1,2018
2017 07_0083 388_S,2017,2018 07_0083 388_S,2018
2020_CLASS3_01_2_373_L,2020,2020_CLASS3_01_2_373_L_2021,2021
2020_CLASS3_01_2_402,2020,2020_CLASS3_01_2_402_2021,2021
2020_CLASS3_01_20_207_S,2020,2020_CLASS3_01_20_207_S_2021,2021
2020_CLASS3_01_20_207_S,2020,2020_710_01_0049_207_S3,2023
2017 26_0029 243,2017,2018 26_0090 243,2018
2020_CLASS3_01_20_258_S,2020,2020_CLASS3_01_20_258_S_2021,2021
2020_CLASS3_01_2_364,2020,2020_CLASS3_01_2_364_2021,2021
2020_CLASS3_01_20_369_S,2020,2020_CLASS3_01_20_369_S_2021,2021
2020 24_0106 204,2020,2021 24_0106 204,2021
2017 23_0137 165,2017,2018 23_0137 165,2018
2017 25_0131 235,2017,2018 25_0131 235,2018
2017 01_0008 207_S,2017,2018 01_0008 207_S,2018
2020_CLASS3_01_21_364,2020,2020_CLASS3_01_21_364_2021,2021
2019 25_0005 109,2019,2020 25_0005 109,2020
2019 25_0037 5,2019,2020 25_0037 5,2020
2017 27_0105 205,2017,2018 27_0105 205,2018
2019 25_0060 114,2019,2020 25_0060 114,2020
2019 25_0068 67,2019,2020 25_0068 67,2020
2020_MCA_24_0074_204,2020,2020_MCA_24_0074_204_2021,2021
2019 25_0025 232,2019,2020 25_0025 232,2020
2020_MCA_24_0076_204,2020,2020_MCA_24_0076_204_2021,2021
2017 08_0001 348,2017,2018 08_0001 348,2018
2020_710_01_0004_259_S,2022,2020_710_01_0004_259_S,2023
2017 22_0055 73_S,2017,2018 22_0055 73_S,2018
2020_CLASS3_01_21_207_S,2020,2020_CLASS3_01_21_207_S_2021,2021
2020_CLASS3_01_21_207_S,2020,2020_710_01_0049_207_S3,2023
2020_MCA_27_0016_204,2020,2020_MCA_27_0016_204_2021,2021
2020_CLASS3_01_21_258_S,2020,2020_CLASS3_01_21_258_S_2021,2021
2020_CLASS3_01_21_369_L,2020,2020_CLASS3_01_21_369_L_2021,2021
2017 21_0042 1_1,2017,2020 21_0042 1_1,2020
2017 25_0171 161,2017,2018 25_0171 161,2018
2020_CLASS3_01_21_372,2020,2020_CLASS3_01_21_372_2021,2021
2020_CLASS3_01_22_364,2020,2020_CLASS3_01_22_364_2021,2021
2020_CLASS3_01_22_207_S,2020,2020_CLASS3_01_22_207_S_2021,2021
2020_CLASS3_01_22_207_S,2020,2020_710_01_0049_207_S3,2023
2020_CLASS3_01_22_258_S,2020,2020_CLASS3_01_22_258_S_2021,2021
2017 08_0003 346,2017,2018 08_0003 346,2018
2017 27_0129 424_L4,2017,2018 27_0129 424_L4,2018
2017 07_0016 378_S,2017,2018 07_0016 378_S,2018
2017 25_0133 235,2017,2018 25_0133 235,2018
2020_CLASS3_01_22_369,2020,2020_CLASS3_01_22_369_2021,2021
2020_CLASS3_01_22_372_S,2020,2020_CLASS3_01_22_372_S_2021,2021
2020_CLASS3_01_23_364,2020,2020_CLASS3_01_23_364_2021,2021
2020_CLASS3_01_23_207_S,2020,2020_CLASS3_01_23_207_S_2021,2021
2020_CLASS3_01_23_207_S,2020,2020_710_01_0049_207_S3,2023
2021_710_11_0003_451,2022,2021_710_11_0003_451,2023
2020_CLASS3_01_23_369_L,2020,2020_CLASS3_01_23_369_L_2021,2021
2017 09_0007 379_S,2017,2018 09_0007 379_S,2018
2017 24_0013 99_S2,2017,2018 24_0013 99_S2,2018
2020_CLASS3_01_23_372_S,2020,2020_CLASS3_01_23_372_S_2021,2021
2020_CLASS3_01_24_364,2020,2020_CLASS3_01_24_364_2021,2021
2020_CLASS3_01_24_207_S,2020,2020_CLASS3_01_24_207_S_2021,2021
2020_CLASS3_01_24_207_S,2020,2020_710_01_0049_207_S3,2023
2003_HCA_27_0051_204,2022,2003_HCA_27_0051_204,2023
2020_CLASS3_01_24_369_L,2020,2020_CLASS3_01_24_369_L_2021,2021
2020 23_0161 2_L3,2020,2021 23_0161 2_L3,2021
2019 25_0033 5,2019,2020 25_0033 5,2020
2017 17_0102 383,2017,2018 17_0102 383,2018
2017 21_0014 219_L4,2017,2018 21_0014 219_L4,2018
2017 01_0003 364_L3,2017,2018 01_0003 364_L3,2018
2017 01_0012 364,2017,2018 01_0012 364,2018
2017 27_0108 205,2017,2018 27_0108 205,2018
2017 01_0030 372,2017,2018 01_0030 372,2018
2017 01_0007 364,2017,2018 01_0007 364,2018
2017 21_0032 1_1,2017,2018 21_0032 1_1,2018
2020_710_27_0008_121,2022,2020_710_27_0008_121,2023
2017 01_0003 364,2017,2018 01_0003 364,2018
2017 01_0031 372,2017,2018 01_0031 372,2018
2017 21_0032 129,2017,2018 21_0032 129,2018
2019 25_0007 109,2019,2020 25_0007 109,2020
2017 25_0042 94_L2,2017,2018 25_0042 94_L2,2018
2020_CLASS3_01_24_372_S,2020,2020_CLASS3_01_24_372_S_2021,2021
2019 01_0008 364_S,2019,2020 01_0008 364_S,2020
2020_CLASS3_01_25_207_S,2020,2020_CLASS3_01_25_207_S_2021,2021
2020_CLASS3_01_25_207_S,2020,2020_710_01_0049_207_S3,2023
2020_CLASS3_01_25_369_L,2020,2020_CLASS3_01_25_369_L_2021,2021
2020_CLASS3_01_25_370_L,2020,2020_CLASS3_01_25_370_L_2021,2021
2020_CLASS3_01_25_372_L,2020,2020_CLASS3_01_25_372_L_2021,2021
2020_MCA_24_0064_204,2020,2020_MCA_24_0064_204_2021,2021
2019 21_0016 118,2019,2020 21_0016 118,2020
2017 26_0017 243,2017,2018 26_0017 243,2018
2020_MCA_27_0017_204,2020,2020_MCA_27_0017_204_2021,2021
2017 24_0096 150,2017,2018 24_0096 150,2018
2020_MCA_24_0063_204,2020,2020_MCA_24_0063_204_2021,2021
2017 27_0206 406,2017,2018 27_0206 406,2018
2017 03_0012 326_S,2017,2018 03_0012 326_S,2018
2017 04_0001 340,2017,2018 04_0001 340,2018
2020_CLASS3_01_26_369_L,2020,2020_CLASS3_01_26_369_L_2021,2021
2020_CLASS3_01_26_370_L,2020,2020_CLASS3_01_26_370_L_2021,2021
2020_CLASS3_01_26_372_L,2020,2020_CLASS3_01_26_372_L_2021,2021
2020_CLASS3_01_27_364_L,2020,2020_CLASS3_01_27_364_L_2021,2021
2020_CLASS3_01_27_364_L,2020,2020_710_01_0046_364_L,2023
2017 06_0004 375,2017,2018 06_0004 375,2018
2017 26_0063 243,2017,2018 26_0063 243,2018
2019 01_0003 364_S,2019,2020 01_0003 364_S,2020
2020_CLASS3_01_27_369_L,2020,2020_CLASS3_01_27_369_L_2021,2021
2017 26_0080 110_S,2017,2018 26_0080 110_S,2018
2019_HCA_26_0045_243,2022,2019_HCA_26_0045_243,2023
2019 01_0003 364_L1,2019,2020 01_0003 364_L1,2020
2019 21_0093 118,2019,2020 21_0093 118,2020
2017 31_0239 385,2017,2018 31_0239 385,2018
2019 01_0004 364_S,2019,2020 01_0004 364_S,2020
2020 23_0161 2_L4,2020,2021 23_0161 2_L4,2021
2017 03_0001 343,2017,2018 03_0001 343,2018
2017 27_1002 128,2017,2021 27_1002 128,2021
2017 27_1002 128,2017,2018 27_0239 128,2018
2017 04_0005 333,2017,2018 04_0005 333,2018
2017 04_0008 332,2017,2018 04_0008 332,2018
2017 31_0098 205,2017,2018 31_0098 205,2018
2020_MCA_24_0065_204,2020,2020_MCA_24_0065_204_2021,2021
2019 25_0183 232,2019,2020 25_0183 232,2020
2017 26_0016 243,2017,2018 26_0016 243,2018
2017 24_0099 420,2017,2018 24_0099 420,2018
2020_CLASS3_01_27_370_L,2020,2020_CLASS3_01_27_370_L_2021,2021
2017 25_0040 418_L,2017,2018 25_0040 418_L,2018
2020_CLASS3_01_27_372_S,2020,2020_CLASS3_01_27_372_S_2021,2021
2017 31_0240 210,2017,2018 31_0240 210,2018
2017 25_0011 235_S,2017,2018 25_0011 235_S,2018
2020_CLASS3_01_28_364_L,2020,2020_CLASS3_01_28_364_L_2021,2021
2020_CLASS3_01_28_364_L,2020,2020_710_01_0047_364_L,2023
2020_CLASS3_01_28_369_L,2020,2020_CLASS3_01_28_369_L_2021,2021
2020_CLASS3_01_28_370_L,2020,2020_CLASS3_01_28_370_L_2021,2021
2020_CLASS3_01_28_373_L,2020,2020_CLASS3_01_28_373_L_2021,2021
2020_CLASS3_01_29_364_L,2020,2020_CLASS3_01_29_364_L_2021,2021
2020_CLASS3_01_29_370_L,2020,2020_CLASS3_01_29_370_L_2021,2021
2017 05_0032 200,2017,2018 05_0032 200,2018
2017 31_0242 205_L,2017,2018 31_0242 205_L,2018
2020_CLASS3_01_29_372_S,2020,2020_CLASS3_01_29_372_S_2021,2021
2020_CLASS3_01_29_373_L,2020,2020_CLASS3_01_29_373_L_2021,2021
2020_CLASS3_01_3_207_S,2020,2020_CLASS3_01_3_207_S_2021,2021
2020_CLASS3_01_3_207_S,2020,2020_710_01_0049_207_S3,2023
2020_CLASS3_01_3_257,2020,2020_CLASS3_01_3_257_2021,2021
2020_MCA_24_0066_204,2020,2020_MCA_24_0066_204_2021,2021
2020_CLASS3_01_3_258,2020,2020_CLASS3_01_3_258_2021,2021
2015 01_0123 257,2015,2016 01_0123 257,2016
2020_CLASS3_01_3_259,2020,2020_CLASS3_01_3_259_2021,2021
2017 01_1001 402_LR,2017,2018 01_0142 402_LR,2018
2020_CLASS3_01_3_260,2020,2020_CLASS3_01_3_260_2021,2021
2018 25_0028 67,2018,2019 25_0028 67,2019
2018 21_0014 219,2018,2019 21_0014 219,2019
2018 21_0010 221,2018,2019 21_0010 221,2019
2018 21_0092 118,2018,2019 21_0092 118,2019
2021_710_11_0007_423,2022,2021_710_11_0007_423,2023
2020_MCA_25_0041_5,2020,2020_MCA_25_0041_5_2021,2021
2017 25_0026 232_L,2017,2018 25_0026 232_L,2018
2017 03_0012 326,2017,2018 03_0012 326,2018
2017 25_0172 117,2017,2018 25_0186 117,2018
2017 05_0003 200_LR,2017,2018 05_0003 200_LR,2018
2017 21_0078 129,2017,2018 21_0078 129,2018
2020_MCA_24_0067_204,2020,2020_710_24_0018_204,2023
2020_MCA_24_0067_204,2020,2020_MCA_24_0067_204_2021,2021
2017 09_0007 379_L3,2017,2018 09_0007 379_L3,2018
2017 01_0015 259_S,2017,2018 01_0015 259,2018
2017 04_0003 333,2017,2018 04_0003 333,2018
2017 01_0135 372,2017,2018 01_0135 372,2018
2017 11_0048 209,2017,2018 11_0048 209,2018
2018 25_0044 94,2018,2019 25_0044 94,2019
2020 31_0153 208,2020,2021 31_0153 208,2021
2020_MCA_26_0053_204,2020,2020_MCA_26_0053_204_2021,2021
2017 11_0045 325,2017,2018 11_0045 325,2018
2020_MCA_26_0054_204,2020,2020_MCA_26_0054_204_2021,2021
2020_MCA_26_0055_204,2020,2020_MCA_26_0055_204_2021,2021
2020_MCA_26_0052_204,2020,2020_MCA_26_0052_204_2021,2021
2017 09_0001 353,2017,2018 09_0001 353,2018
2020_710_01_0003_372_L2,2022,2020_710_01_0003_372_L2,2023
2018 23_0154 2_S_2,2018,2019 23_0154 2_S,2019
2017 26_0031 243_S,2017,2018 26_0031 243_S,2018
2020_MCA_01_001_207,2020,2020_MCA_01_001_207_2021,2021
2017 06_0001 275_L,2017,2018 06_0001 275_L,2018
2017 06_0001 275_S,2017,2018 06_0001 275_S,2018
2020_CLASS3_01_3_368,2020,2020_CLASS3_01_3_368_2021,2021
2020_CLASS3_01_3_369,2020,2020_CLASS3_01_3_369_2021,2021
2020_CLASS3_01_3_370,2020,2020_CLASS3_01_3_370_2021,2021
2017 25_0043 94_S,2017,2018 25_0043 94_S,2018
2017 10_0069 290,2017,2020 10_0069 290,2020
2020_MCA_27_0023_204,2020,2020_MCA_27_0023_204_2021,2021
2020_CLASS3_01_3_371_S,2020,2020_CLASS3_01_3_371_S_2021,2021
2020_CLASS3_01_3_373_L,2020,2020_CLASS3_01_3_373_L_2021,2021
2017 06_0021 276,2017,2018 06_0021 276,2018
2017 21_0032 129_L2,2017,2018 21_0032 129_L2,2018
2020 25_0183 232,2020,2021 25_0183 232,2021
2020_MCA_01_002_207,2020,2020_MCA_01_002_207_2021,2021
2017 25_0026 232_S,2017,2018 25_0026 232_S,2018
2017 21_0014 219_L3,2017,2018 21_0014 219_L3,2018
2017 22_0012 1_L2,2017,2018 22_0012 1_L2,2018
2016 27_0228 252,2016,2017 27_0228 252,2017
2017 17_0094 384_LR,2017,2018 17_0094 384_LR,2018
2017 06_0021 276_LR,2017,2018 06_0021 276_LR,2018
2017 06_0006 375,2017,2018 06_0006 375,2018
2017 10_0070 290_S,2017,2018 10_0070 290_S,2018
2017 07_0081 388,2017,2018 07_0081 388,2018
2017 21_0042 1_2,2017,2018 21_0042 1_2,2018
2019 24_0006 130,2019,2020 24_0006 130,2020
2015 01_0042 370_S,2015,2016 01_0042 370_S,2016
2018 25_0008 22,2018,2019 25_0008 22,2019
2018 21_0010 222,2018,2019 21_0010 222,2019
2018 24_0015 130,2018,2019 24_0015 130,2019
2017 23_0051 2,2017,2018 23_0051 2,2018
2017 24_0052 204,2017,2018 24_0052 204,2018
2017 01_0050 259,2017,2018 01_0050 259,2018
2016 23_0128 70,2016,2017 23_0128 70,2017
2016 24_0010A 130_L4,2016,2017 24_0010A 130_L4,2017
2018 25_0183 232,2018,2019 25_0183 232,2019
2017 21_1002 207,2017,2018 21_0082 207,2018
2020_CLASS3_01_30_364_L,2020,2020_CLASS3_01_30_364_L_2021,2021
2015 21_0034 129_2,2015,2016 21_0034 129_2,2016
2016 26_0056 171,2016,2017 26_0056 171,2017
2018 01_0007 372_S,2018,2019 01_0007 372_S,2019
2018 21_0004 216,2018,2019 21_0004 216,2019
2016 26_0031 243,2016,2017 26_0031 243,2017
2016 26_0031 243_S,2016,2017 26_0031 243_S,2017
2020_CLASS3_01_30_369_S,2020,2020_CLASS3_01_30_369_S_2021,2021
2020_CLASS3_01_30_370,2020,2020_CLASS3_01_30_370_2021,2021
2020_CLASS3_01_30_372_S,2020,2020_CLASS3_01_30_372_S_2021,2021
2020_CLASS3_01_30_373_L,2020,2020_CLASS3_01_30_373_L_2021,2021
2016 27_0228 121,2016,2017 27_0228 121,2017
2016 04_0001 344,2016,2017 04_0001 344,2017
2020_CLASS3_01_31_370_L,2020,2020_CLASS3_01_31_370_L_2021,2021
2020_CLASS3_01_31_372_S,2020,2020_CLASS3_01_31_372_S_2021,2021
2016 01_0019 364_L2,2016,2017 01_0019 364_L2,2017
2016 01_0003 364_L5,2016,2017 01_0003 364_L5,2017
2018 01_0003 364_L1,2018,2019 01_0003 364_L1,2019
2016 22_0056 34_1,2016,2017 22_0056 34_2,2017
2016 22_0053 34,2016,2017 22_0053 34,2017
2017 01_0019 364_L1,2017,2018 01_0019 364_L1,2018
2016 07_0001B 377_3,2016,2017 07_1001 377,2017
2016 27_0227 205,2016,2017 27_0227 205,2017
2016 01_0007 364_L2,2016,2017 01_0007 364_S,2017
2016 25_0133 235_L,2016,2017 25_0133 235_L,2017
2020 01_0149 369,2020,2021 01_0149 369,2021
2019 25_0040 94_2,2019,2020 25_0040 94_2,2020
2016 09_0007 379_S,2016,2017 09_0007 379_S,2017
2018 24_0010A 130,2018,2019 24_0010A 130,2019
2019 01_0017 260_S,2019,2020 01_0017 260_S,2020
2018 24_0010B 130,2018,2019 24_0010B 130,2019
2018 17_0114 307,2018,2019 17_0114 307,2019
2018 01_0028 372_L2,2018,2019 01_0028 372_L1,2019
2018 01_0028 372_L2,2018,2019 01_0028 372_L2,2019
2018 25_0032 5,2018,2019 25_0032 5,2019
2020_CLASS3_01_32_369_S,2020,2020_CLASS3_01_32_369_S_2021,2021
2016 01_0019 364_L3,2016,2017 01_0019 364_L3,2017
2016 05_0031 200,2016,2017 05_0031 200,2017
2016 02_0002 425_L2,2016,2017 02_0002 425_1_LR,2017
2020_CLASS3_01_32_372_L,2020,2020_CLASS3_01_32_372_L_2021,2021
2020_CLASS3_01_32_373_L,2020,2020_CLASS3_01_32_373_L_2021,2021
2016 27_0217 424_L1,2016,2017 27_0217 424_S,2017
2016 31_0247 208,2016,2017 31_0074 208,2017
2020_MCA_24_0069_204,2020,2020_MCA_24_0069_204_2021,2021
2016 02_0002 200_L2,2016,2017 02_0002 200_LR,2017
2020_MCA_17_006_307,2020,2020_MCA_17_006_307_2021,2021
2020_MCA_24_0075_204,2020,2020_MCA_24_0075_204_2021,2021
2016 27_0129 424_L1,2016,2017 27_0129 424,2017
2020_CLASS3_01_33_369_S,2020,2020_CLASS3_01_33_369_S_2021,2021
2020_CLASS3_01_33_370_L,2020,2020_CLASS3_01_33_370_L_2021,2021
2019 01_0028 372_L2,2019,2020 01_0028 372_L1,2020
2020_MCA_01_005_369,2020,2020_MCA_01_005_369_2021,2021
2020_CLASS3_01_33_373_S,2020,2020_CLASS3_01_33_373_S_2021,2021
2016 25_0133 235,2016,2017 25_0133 235,2017
2020_CLASS3_01_34_364_S,2020,2020_CLASS3_01_34_364_S_2021,2021
2016 05_0032 200,2016,2017 05_0032 200,2017
2020_CLASS3_01_34_369_L,2020,2020_CLASS3_01_34_369_L_2021,2021
2016 31_0242 205,2016,2017 31_0242 205,2017
2020_CLASS3_01_34_370_L,2020,2020_CLASS3_01_34_370_L_2021,2021
2018 23_0072 7,2018,2019 23_0072 7,2019
2019 01_0028 372_S,2019,2020 01_0028 372_S,2020
2019 01_0017 260_L,2019,2020 01_0017 260_L,2020
2020 23_0031 5_S,2020,2021 23_0031 5_S,2021
2020 23_0031 5_L,2020,2021 23_0031 5_L,2021
2020_710_11_0016_294_L2,2022,2020_710_11_0016_294_L2,2023
2016 26_0058 171,2016,2017 26_0058 171,2017
2016 22_0056 34_2,2016,2017 22_0056 34_2,2017
2016 01_0008 364_L4,2016,2017 01_0008 364_L4,2017
2016 27_0129 424_L5,2016,2017 27_0129 424_L5,2017
2016 27_0129 424_L6,2016,2017 27_0129 424_L6,2017
2019 27_0226 204,2019,2020 27_0226 204,2020
2020 27_0085 204,2020,2021 27_0085 204,2021
2017 21_0031 1_1,2017,2018 21_0031 1_1,2018
2017 01_0061 373,2017,2018 01_0061 373,2018
2017 08_0005 346,2017,2018 08_0005 346,2018
2017 07_0001A 378,2017,2018 07_0088 378,2018
2017 01_0021 364,2017,2018 01_0021 364,2018
2017 21_0030 129,2017,2018 21_0030 129,2018
2020 27_0226 204,2020,2021 27_0226 204,2021
2020_CLASS3_01_34_372_S,2020,2020_CLASS3_01_34_372_S_2021,2021
2016 31_0240 210_L,2016,2017 31_0240 210_L1,2017
2020_MCA_01_003_369,2020,2020_MCA_01_003_369_2021,2021
2011_HCA_24_0049_2,2022,2011_HCA_24_0049_2,2023
2020_MCA_01_0011_369,2020,2020_MCA_01_0011_369_2021,2021
2020_CLASS3_01_34_373_S,2020,2020_CLASS3_01_34_373_S_04_2021,2021
2020_CLASS3_01_34_373_S,2020,2020_CLASS3_01_34_373_S_01_2021,2021
2020_CLASS3_01_34_373_S,2020,2020_CLASS3_01_34_373_S_03_2021,2021
2020_CLASS3_01_34_373_S,2020,2020_CLASS3_01_34_373_S_02_2021,2021
2016 25_0028 67_L,2016,2017 25_0028 67_L,2017
2016 26_0024 243_2,2016,2017 26_0024 243_2_L,2017
2016 07_0007 377_1,2016,2017 07_0007 377_1,2017
2016 21_0042 1_1,2016,2017 21_0042 1_1,2017
2016 09_0005A 379,2016,2017 09_0005A 379_2,2017
2020_CLASS3_01_35_364_S,2020,2020_CLASS3_01_35_364_S_2021,2021
2020_CLASS3_01_35_364_S,2020,2020_710_01_0052_364_S1,2023
2016 23_0051 2_L6,2016,2017 23_0051 2_L6,2017
2020_MCA_01_001_369,2020,2020_MCA_01_001_369_2021,2021
2020_CLASS3_01_35_370_L,2020,2020_CLASS3_01_35_370_L_02_2021,2021
2020_CLASS3_01_35_370_L,2020,2020_CLASS3_01_35_370_L_01_2021,2021
2020_CLASS3_01_35_372_S,2020,2020_CLASS3_01_35_372_S_2021,2021
2020 25_0022 120,2020,2021 25_0022 120,2021
2016 10_0072 281,2016,2017 10_0072 281,2017
2020_CLASS3_01_35_373_L,2020,2020_CLASS3_01_35_373_L_2021,2021
2016 27_0207 355_S,2016,2017 27_0207 355_LR,2017
2020 21_0070 223,2020,2021 21_0070 223,2021
2020_710_17_0005_301_S1,2022,2020_710_17_0005_301_S1,2023
2020_CLASS3_01_36_364_S,2020,2020_CLASS3_01_36_364_S_2021,2021
2016 25_0040 418,2016,2017 25_0040 418,2017
2020_MCA_01_004_369,2020,2020_MCA_01_004_369_2021,2021
2020_MCA_09_001_379,2020,2020_MCA_09_001_379_2021,2021
2016 05_0003 200_L4,2016,2017 05_0003 200_S2,2017
2016 07_0010 350,2016,2017 07_0010 350,2017
2016 10_0073 281,2016,2017 10_0073 281,2017
2016 07_0013B 350,2016,2017 07_0013B 350,2017
2016 31_0259 214,2016,2017 31_0259 214,2017
2016 25_0134 235,2016,2017 25_0134 235,2017
2020 27_0099 204,2020,2021 27_0099 204,2021
2018 27_0094 204,2018,2019 27_0094 204,2019
2020_MCA_01_005_370,2020,2020_MCA_01_005_370_2021,2021
2020 25_0005 109,2020,2021 25_0005 109,2021
2020_MCA_01_006_370,2020,2020_MCA_01_006_370_2021,2021
2020_MCA_01_006_370,2020,2020_710_01_0038_370,2023
